"","sample_name","sample_title","bioproject_accession","organism","collection_date","depth","elev","env_broad_scale","env_local_scale","env_medium","geo_loc_name","lat_long","agrochem_addition","Replicate"
"663","ILK-C-MIN-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-MIN-5A_S27","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  5A: amplicon 18S, ITS, BR5, F230"
"665","ILK-C-MIN-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-MIN-5B_S28","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  5B: amplicon 18S, ITS, BR5, F230"
"667","PLD-A-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-LFH-2_S49","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"669","PLD-A-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-LFH-3_S53","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"671","PLD-A-LFH-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-LFH-4_S57","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  4: amplicon 18S, ITS, BR5, F230"
"673","PLD-A-LFH-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-LFH-5_S47","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  5: amplicon 18S, ITS, BR5, F230"
"675","PLD-A-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-MIN-2_S50","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"677","PLD-A-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-MIN-3_S54","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"679","PLD-A-MIN-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-MIN-4_S58","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  4: amplicon 18S, ITS, BR5, F230"
"681","PLD-A-MIN-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-MIN-5_S48","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  5: amplicon 18S, ITS, BR5, F230"
"683","PLD-C-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-LFH-3_S51","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  3: amplicon 18S, ITS, BR5, F230"
"685","PLD-C-LFH-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-LFH-4_S55","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  4: amplicon 18S, ITS, BR5, F230"
"687","PLD-C-LFH-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-LFH-5_S59","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  5: amplicon 18S, ITS, BR5, F230"
"689","PLD-C-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-MIN-3_S52","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","","replicate  3: amplicon 18S, ITS, BR5, F230"
"691","PLD-C-MIN-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-MIN-4_S56","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","","replicate  4: amplicon 18S, ITS, BR5, F230"
"693","PLD-C-MIN-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-MIN-5_S60","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","","replicate  5: amplicon 18S, ITS, BR5, F230"
"695","ALN-A1-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A1-LFH-1_S1","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"697","ALN-A1-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A1-LFH-2_S2","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"699","ALN-A1-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A1-LFH-3_S3","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"701","ALN-A1-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A1-MIN-1_S4","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"703","ALN-A1-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A1-MIN-2_S5","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"705","ALN-A1-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A1-MIN-3_S6","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha UNBC Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"707","ALN-A2-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A2-LFH-1_S7","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"709","ALN-A2-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A2-LFH-2_S8","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"711","ALN-A2-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A2-LFH-3_S9","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"713","ALN-A2-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A2-MIN-1_S10","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"715","ALN-A2-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A2-MIN-2_S11","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"717","ALN-A2-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-A2-MIN-3_S12","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","5 t/ha CPLP Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"719","ALN-C-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-C-LFH-1_S13","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","","replicate  1: amplicon 18S, ITS, BR5, F230"
"721","ALN-C-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-C-LFH-2_S14","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","","replicate  2: amplicon 18S, ITS, BR5, F230"
"723","ALN-C-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-C-LFH-3_S15","","soil metagenome",2017,"~5.2 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.086 N 122.09 W","","replicate  3: amplicon 18S, ITS, BR5, F230"
"725","ALN-C-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-C-MIN-1_S16","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","","replicate  1: amplicon 18S, ITS, BR5, F230"
"727","ALN-C-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-C-MIN-2_S17","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","","replicate  2: amplicon 18S, ITS, BR5, F230"
"729","ALN-C-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALN-C-MIN-3_S18","","soil metagenome",2017,"0-10 cm",620,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.086 N 122.09 W","","replicate  3: amplicon 18S, ITS, BR5, F230"
"731","ALS-A1-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A1-LFH-1_S19","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"733","ALS-A1-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A1-LFH-2_S20","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"735","ALS-A1-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A1-LFH-3_S21","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"737","ALS-A1-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A1-MIN-1_S22","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"739","ALS-A1-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A1-MIN-2_S23","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"741","ALS-A1-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A1-MIN-3_S24","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha UNBC Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"743","ALS-A2-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A2-LFH-1_S25","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"745","ALS-A2-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A2-LFH-2_S26","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"747","ALS-A2-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A2-LFH-3_S27","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"749","ALS-A2-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A2-MIN-1_S28","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"751","ALS-A2-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A2-MIN-2_S29","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"753","ALS-A2-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-A2-MIN-3_S30","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","5 t/ha CPLP Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"755","ALS-C-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-C-LFH-1_S31","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","","replicate  1: amplicon 18S, ITS, BR5, F230"
"757","ALS-C-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-C-LFH-2_S32","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","","replicate  2: amplicon 18S, ITS, BR5, F230"
"759","ALS-C-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-C-LFH-3_S33","","soil metagenome",2017,"~5.2 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: British Columbia","54.071 N 122.08 W","","replicate  3: amplicon 18S, ITS, BR5, F230"
"761","ALS-C-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-C-MIN-1_S34","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","","replicate  1: amplicon 18S, ITS, BR5, F230"
"763","ALS-C-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-C-MIN-2_S35","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","","replicate  2: amplicon 18S, ITS, BR5, F230"
"765","ALS-C-MIN-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ALS-C-MIN-3_S36","","soil metagenome",2017,"0-10 cm",643,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: British Columbia","54.071 N 122.08 W","","replicate  3: amplicon 18S, ITS, BR5, F230"
"767","ETM-A-FH-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-A-FH-1A_S37","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Quebec","45.57 N 71.25 W","20 t/ha Bottom wood ash","replicate  1A: amplicon 18S, ITS, BR5, F230"
"769","ETM-A-FH-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-A-FH-1B_S38","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Quebec","45.57 N 71.25 W","20 t/ha Bottom wood ash","replicate  1B: amplicon 18S, ITS, BR5, F230"
"771","ETM-A-LM-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-A-LM-1A_S39","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Quebec","45.57 N 71.25 W","20 t/ha Bottom wood ash","replicate  1A: amplicon 18S, ITS, BR5, F230"
"773","ETM-A-LM-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-A-LM-1B_S40","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Quebec","45.57 N 71.25 W","20 t/ha Bottom wood ash","replicate  1B: amplicon 18S, ITS, BR5, F230"
"775","ETM-A-MIN-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-A-MIN-1A_S41","","soil metagenome",2017,"0-10 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Quebec","45.57 N 71.25 W","20 t/ha Bottom wood ash","replicate  1A: amplicon 18S, ITS, BR5, F230"
"777","ETM-A-MIN-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-A-MIN-1B_S42","","soil metagenome",2017,"0-10 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Quebec","45.57 N 71.25 W","20 t/ha Bottom wood ash","replicate  1B: amplicon 18S, ITS, BR5, F230"
"779","ETM-C-FH-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-FH-1A_S43","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Quebec","45.57 N 71.25 W","","replicate  1A: amplicon 18S, ITS, BR5, F230"
"781","ETM-C-FH-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-FH-1B_S44","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Quebec","45.57 N 71.25 W","","replicate  1B: amplicon 18S, ITS, BR5, F230"
"783","ETM-C-FH-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-FH-2A_S45","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Quebec","45.57 N 71.25 W","","replicate  2A: amplicon 18S, ITS, BR5, F230"
"785","ETM-C-FH-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-FH-2B_S46","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Quebec","45.57 N 71.25 W","","replicate  2B: amplicon 18S, ITS, BR5, F230"
"787","ETM-C-LM-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-LM-1A_S47","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Quebec","45.57 N 71.25 W","","replicate  1A: amplicon 18S, ITS, BR5, F230"
"789","ETM-C-LM-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-LM-1B_S48","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Quebec","45.57 N 71.25 W","","replicate  1B: amplicon 18S, ITS, BR5, F230"
"791","ETM-C-LM-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-LM-2A_S49","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Quebec","45.57 N 71.25 W","","replicate  2A: amplicon 18S, ITS, BR5, F230"
"793","ETM-C-LM-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-LM-2B_S50","","soil metagenome",2017,"10-15 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Quebec","45.57 N 71.25 W","","replicate  2B: amplicon 18S, ITS, BR5, F230"
"795","ETM-C-MIN-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-MIN-1A_S51","","soil metagenome",2017,"0-10 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Quebec","45.57 N 71.25 W","","replicate  1A: amplicon 18S, ITS, BR5, F230"
"797","ETM-C-MIN-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-MIN-1B_S52","","soil metagenome",2017,"0-10 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Quebec","45.57 N 71.25 W","","replicate  1B: amplicon 18S, ITS, BR5, F230"
"799","ETM-C-MIN-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-MIN-2A_S53","","soil metagenome",2017,"0-10 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Quebec","45.57 N 71.25 W","","replicate  2A: amplicon 18S, ITS, BR5, F230"
"801","ETM-C-MIN-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ETM-C-MIN-2B_S54","","soil metagenome",2017,"0-10 cm",388,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Quebec","45.57 N 71.25 W","","replicate  2B: amplicon 18S, ITS, BR5, F230"
"803","MSK-A1-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-MSK-A1-LFH-1_S55","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"805","MSK-A1-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-MSK-A1-LFH-2_S56","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  2: amplicon 18S, ITS, BR5, F230"
"807","MSK-A1-LFH-3_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-MSK-A1-LFH-3_S57","","soil metagenome",2017,"5to 10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  3: amplicon 18S, ITS, BR5, F230"
"809","MSK-A1-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-MSK-A1-MIN-1_S58","","soil metagenome",2017,"0-10 cm",691,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Satskatchewan","53.733 N 108.183 W","1 t/ha Bottom wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
