"","sample_name","sample_title","bioproject_accession","organism","collection_date","depth","elev","env_broad_scale","env_local_scale","env_medium","geo_loc_name","lat_long","agrochem_addition","Replicate"
"1","SRD-A1-LFH-2","","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  2"
"2","PLD-A-LFH-2","","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  2"
"5","PLD-C-LFH-2","","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  2"
"6","PLD-C-LFH-3","","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  3"
"7","PLD-C-LFH-1","","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  1"
"9","PLD-A-LFH-1","","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  1"
"11","PLD-A-LFH-3","","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  3"
"15","ILK-A4-MIN-5","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5"
"16","ILK-A4-FH-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5"
"18","ILK-A4-LM-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5"
"21","ILK-A3-MIN-5","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5"
"22","SRD-C-MIN-2","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  2"
"24","ILK-A3-FH-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5"
"26","ILK-A3-LM-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5"
"28","ILK-A2-MIN-5","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5"
"30","ILK-A2-FH-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5"
"32","ILK-A2-LM-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5"
"34","ILK-C-MIN-5","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  5"
"36","ILK-C-FH-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  5"
"37","ILK-C-LM-5","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  5"
"41","ILK-A4-MIN-4","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4"
"42","ILK-A4-FH-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4"
"44","SRD-C-LFH-2","","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  2"
"46","ILK-A3-MIN-4","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4"
"47","ILK-A4-LM-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4"
"50","ILK-A3-LM-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4"
"51","ILK-A3-FH-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4"
"54","ILK-A2-MIN-4","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4"
"56","ILK-A2-FH-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4"
"58","ILK-A2-LM-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4"
"60","ILK-A1-FH-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4"
"61","ILK-A1-LM-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4"
"64","ILK-A1-MIN-4","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4"
"66","SRD-A2-MIN-1","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  1"
"68","ILK-C-MIN-4","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  4"
"69","ILK-C-LM-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  4"
"72","ILK-C-FH-4","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  4"
"74","ILK-A4-MIN-3","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  3"
"76","ILK-A4-LM-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  3"
"78","ILK-A4-FH-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  3"
"81","ILK-A3-MIN-3","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  3"
"82","ILK-A3-FH-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  3"
"84","ILK-A3-LM-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  3"
"86","ILK-A1-MIN-3","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  3"
"88","ILK-A1-LM-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  3"
"89","SRD-A2-LFH-1","","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  1"
"92","ILK-A1-FH-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  3"
"95","ILK-C-MIN-3","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  3"
"96","ILK-C-FH-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  3"
"97","ILK-C-LM-3","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  3"
"98","ILK-A4-LM-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  2"
"99","ILK-A4-MIN-2","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  2"
"102","ILK-A4-FH-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  2"
"104","ILK-A2-MIN-2","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  2"
"106","ILK-A2-FH-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  2"
"107","SRD-A1-MIN-1","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  1"
"111","ILK-A2-LM-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  2"
"115","ILK-A1-MIN-2","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2"
"117","ILK-A1-LM-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2"
"119","ILK-C-MIN-2","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  2"
"120","ILK-C-FH-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  2"
"121","ILK-A1-FH-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2"
"122","ILK-C-LM-2","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  2"
"125","ILK-A3-MIN-1","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  1"
"127","SRD-A1-LFH-1","","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  1"
"129","ILK-A3-LM-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  1"
"132","ILK-A2-FH-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  1"
"135","ILK-A2-LM-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  1"
"136","ILK-A2-MIN-1","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  1"
"139","ILK-A3-FH-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  1"
"140","ILK-A1-LM-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1"
"142","ILK-A1-FH-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1"
"143","ILK-C-MIN-1","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  1"
"145","ILK-C-LM-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  1"
"147","ILK-A1-MIN-1","","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1"
"149","SRD-A2-MIN-5","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  5"
"151","ILK-C-FH-1","","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  1"
"152","SRD-C-MIN-1","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  1"
"154","SRD-A2-LFH-5","","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  5"
"157","SRD-A1-MIN-5","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  5"
"158","SRD-A1-LFH-5","","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  5"
"162","SRD-A1-MIN-4","","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  4"
